epoch,train_loss,train_acc,val_loss,val_acc
0,,,1.6486296653747559,0.0
0,,,1.5610134601593018,26.5342960357666
1,1.5326621532440186,31.6717586517334,1.5472161769866943,34.25437545776367
2,1.3693276643753052,43.369895935058594,1.594067096710205,35.85115432739258
3,1.2250661849975586,51.61760711669922,1.6763428449630737,35.531795501708984
4,1.1101973056793213,58.18522644042969,1.7432961463928223,35.395259857177734
5,1.0248535871505737,62.28131103515625,1.8203915357589722,35.994632720947266
6,0.9548807740211487,64.46125793457031,1.8638858795166016,35.81644058227539
7,0.8968110680580139,67.36323547363281,1.9010839462280273,36.008514404296875
8,0.8649640679359436,68.9738998413086,1.9352535009384155,35.848838806152344
9,0.8330232501029968,70.08470153808594,1.9677066802978516,35.65907669067383
10,0.8157775402069092,70.81365966796875,1.9828746318817139,35.841896057128906
11,0.8141369819641113,71.02194213867188,2.0061888694763184,35.6729621887207
